Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000231789,PIK3CD-AS2,0.08071793288931611,0.3384647524498705,0.4684240072888307,0.06339441123094455,-0.3384647524498705,0.4684240072888307
ENSG00000171603,CLSTN1,0.5166426743093616,0.25542530322474677,0.5615071714578361,0.4325347849611321,-0.25542530322474677,0.5615071714578361
ENSG00000178585,CTNNBIP1,0.1305379033373213,-1.2401094203087384,0.000005267228320592687,0.30838739630053236,1.2401094203087384,0.000005267228320592687
ENSG00000223989,AL357140.1,0.00023951908869233266,-0.46250184164518693,1,0,0.46250184164518693,1
ENSG00000285701,AL357140.4,0.0011975954434616633,-0.8775393409240309,0.5939855590192848,0.0019810753509670173,0.8775393409240309,0.5939855590192848
ENSG00000162441,LZIC,0.28167444830218324,0.05540217971157513,1,0.270746964632159,-0.05540217971157513,1
ENSG00000228150,AL357140.2,0.0016766336208463286,-0.7844299365325487,0.7373386520104102,0.0026414338012893564,0.7844299365325487,0.7373386520104102
ENSG00000173614,NMNAT1,0.03065844335261858,-1.1236999281934277,0.0006462671321808952,0.06669620348255625,1.1236999281934277,0.0006462671321808952
ENSG00000162444,RBP7,0.0023951908869233266,-7.7035099411489805,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006333880014103904,0.5487578722178638,7.7035099411489805,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006333880014103904
ENSG00000130939,UBE4B,0.823706146012932,-0.21813473005147688,0.5704325987210268,0.9581801114177141,0.21813473005147688,0.570432598721093
ENSG00000054523,KIF1B,0.4170027334133512,-1.7707833942067757,0.00000000000008575128824286046,1.4237328188949632,1.7707833942067757,0.00000000000008575128824286046
ENSG00000284735,AL139424.3,0.0031137481530003246,-0.8250719210298953,0.4573108271757972,0.005282867602578713,0.8250719210298953,0.4573108271757972
ENSG00000284642,AL139424.2,0.0023951908869233266,-1.7035099411489805,0.029895142913217813,0.007924301403868069,1.7035099411489805,0.029895142913217813
ENSG00000142657,PGD,0.11017878079847303,-3.3679312687447727,0.00000000000000000000000000000000000000000611569851564923,1.1397786852563574,3.3679312687447727,0.00000000000000000000000000000000000000000611569851564923
ENSG00000271989,AL139424.1,0.00023951908869233266,-0.46250184164518693,1,0,0.46250184164518693,1
ENSG00000175279,CENPS,0.026586618844848926,0.8212911243554046,0.10557260872533845,0.01452788590709146,-0.8212911243554046,0.10557260872533845
ENSG00000241563,CORT,0.002155671798230994,0.8594262532421766,0.7100011574529056,0.0006603584503223391,-0.8594262532421766,0.7100011574529056
ENSG00000160049,DFFA,0.14059770506239927,-0.24010942030873839,0.5438852037711978,0.1657499710309071,0.24010942030873839,0.5438852037711978
ENSG00000203469,AL354956.1,0.00023951908869233266,-0.46250184164518693,1,0,0.46250184164518693,1
ENSG00000142655,PEX14,0.7422696558575389,0.2529076091545723,0.537878103718188,0.6227180186539658,-0.2529076091545723,0.5378781037181255
ENSG00000287727,AL139423.2,0.0009580763547693306,0.8594262532421766,0.7941788770712375,0,-0.8594262532421766,0.7941788770712375
ENSG00000130940,CASZ1,0.10969974262108836,1.4972054524067797,0.00004837771921912022,0.038300790118695666,-1.4972054524067797,0.00004837771921912022
ENSG00000272078,AL139423.1,0.002874229064307992,2.2379378764959057,0.4684240072888307,0,-2.2379378764959057,0.4684240072888307
ENSG00000175262,C1orf127,0.0004790381773846653,-3.1994674358113935,0.0014773417677476839,0.005943226052901052,3.1994674358113935,0.0014773417677476839
ENSG00000120948,TARDBP,0.4582000166684324,-0.14696651512098735,0.7219650765023065,0.5071552898475564,0.14696651512098735,0.7219650765023065
ENSG00000009724,MASP2,0.022754313425771604,1.034997817825631,0.04730232548474,0.010565735205157425,-1.034997817825631,0.04730232548474
ENSG00000271895,AL109811.2,0.0850292764857781,-0.07423125192912794,0.9554415334362989,0.08914839079351577,0.07423125192912794,0.9554415334362989
